q_id,q_name,p_id,p_name,p_value,p_value_type
Q1724,Saarbrücken,P910,topic's main category,Category:Saarbrücken,wikibase-item
Q1724,Saarbrücken,P1464,category for people born here,Category:Born in Saarbrücken,wikibase-item
Q1724,Saarbrücken,P1465,category for people who died here,Category:Deaths in Saarbrücken,wikibase-item
Q1724,Saarbrücken,P1792,category of associated people,Category:People from Saarbrücken,wikibase-item
Q1724,Saarbrücken,P1376,capital of,Saarland,wikibase-item
Q1724,Saarbrücken,P935,Commons gallery,Saarbrücken,string
Q1724,Saarbrücken,P1343,described by source,Armenian Soviet Encyclopedia,wikibase-item
Q1724,Saarbrücken,P47,shares border with,Alsting,wikibase-item
Q1724,Saarbrücken,P2046,area,167070000.0,quantity
Q1724,Saarbrücken,P1082,population,178141.0,quantity
Q1724,Saarbrücken,P2044,elevation above sea level,190.0,quantity
Q1724,Saarbrücken,P485,archives at,Stadtarchiv Saarbrücken,wikibase-item
Q1724,Saarbrücken,P1791,category of people buried here,Q29034064,wikibase-item
Q1724,Saarbrücken,P1174,visitors per year,336335.0,quantity
Q1724,Saarbrücken,P166,award received,Q51239704,wikibase-item
Q1724,Saarbrücken,P206,located in or next to body of water,Saar,wikibase-item
Q1724,Saarbrücken,P2872,visitor center,Q59772089,wikibase-item
Q1724,Saarbrücken,P2388,office held by head of the organization,lord mayor,wikibase-item
Q1724,Saarbrücken,P973,described at URL,https://www.deutsche-militaerstandorte-nach1945.de/view_stadt.cfm?stadt_id=521,url
Q1724,Saarbrücken,P10280,category for honorary citizens of entity,Q8943086,wikibase-item
Q1724,Saarbrücken,P2572,hashtag,Saarbruecken,string
Q1738,Robert Grabarz,P21,sex or gender,male,wikibase-item
Q1738,Robert Grabarz,P373,Commons category,Robbie Grabarz,string
Q1738,Robert Grabarz,P31,instance of,human,wikibase-item
Q1738,Robert Grabarz,P735,given name,Robert,wikibase-item
Q1738,Robert Grabarz,P641,sport,athletics,wikibase-item
Q1738,Robert Grabarz,P1344,participant in,2012 Summer Olympics,wikibase-item
Q1738,Robert Grabarz,P106,occupation,athletics competitor,wikibase-item
Q1738,Robert Grabarz,P2416,sports discipline competed in,high jump,wikibase-item
Q1738,Robert Grabarz,P2067,mass,80.0,quantity
Q1738,Robert Grabarz,P2048,height,191.0,quantity
Q1738,Robert Grabarz,P734,family name,Grabarz,wikibase-item
Q1738,Robert Grabarz,P1412,"languages spoken, written or signed",English,wikibase-item
Q1746,Samara Governorate,P131,located in the administrative territorial entity,Russian Empire,wikibase-item
Q1746,Samara Governorate,P17,country,Russian Empire,wikibase-item
Q1746,Samara Governorate,P31,instance of,governorate of the Russian Empire,wikibase-item
Q1746,Samara Governorate,P1464,category for people born here,Q8071146,wikibase-item
Q1746,Samara Governorate,P1465,category for people who died here,Category:Deaths in Samara Governorate,wikibase-item
Q1746,Samara Governorate,P373,Commons category,Samara Governorate,string
Q1746,Samara Governorate,P1792,category of associated people,Category:People from Samara Governorate,wikibase-item
Q1746,Samara Governorate,P1343,described by source,Nordisk familjebok,wikibase-item
Q1746,Samara Governorate,P910,topic's main category,Category:Samara Governorate,wikibase-item
Q1746,Samara Governorate,P150,contains the administrative territorial entity,Samara Uyezd,wikibase-item
Q1746,Samara Governorate,P1082,population,3535186.0,quantity
Q1746,Samara Governorate,P36,capital,Samara,wikibase-item
Q1746,Samara Governorate,P1365,replaces,Kazan Governorate,wikibase-item
Q1746,Samara Governorate,P1366,replaced by,Central Wolga Oblast,wikibase-item
Q1746,Samara Governorate,P7867,category for maps,Category:Maps of Samara Governorate,wikibase-item
Q1749,Kaliningrad Oblast,P1456,list of monuments,list of cultural heritage monuments in Kaliningrad Oblast,wikibase-item
Q1749,Kaliningrad Oblast,P31,instance of,exclave,wikibase-item
Q1749,Kaliningrad Oblast,P163,flag,flag of Kaliningrad Oblast,wikibase-item
Q1749,Kaliningrad Oblast,P373,Commons category,Kaliningrad Oblast,string
Q1749,Kaliningrad Oblast,P17,country,Russia,wikibase-item
Q1749,Kaliningrad Oblast,P36,capital,Kaliningrad,wikibase-item
Q1749,Kaliningrad Oblast,P237,coat of arms,coat of arms of Kaliningrad Oblast,wikibase-item
Q1749,Kaliningrad Oblast,P500,exclave of,Russia,wikibase-item
Q1749,Kaliningrad Oblast,P421,located in time zone,Kaliningrad Time,wikibase-item
Q1749,Kaliningrad Oblast,P131,located in the administrative territorial entity,Russian Soviet Federative Socialist Republic,wikibase-item
Q1749,Kaliningrad Oblast,P910,topic's main category,Category:Kaliningrad Oblast,wikibase-item
Q1749,Kaliningrad Oblast,P1464,category for people born here,Category:Births in Kaliningrad Oblast,wikibase-item
Q1749,Kaliningrad Oblast,P1465,category for people who died here,Category:Deaths in Kaliningrad Oblast,wikibase-item
Q1749,Kaliningrad Oblast,P190,twinned administrative body,Lichtenberg,wikibase-item
Q1749,Kaliningrad Oblast,P1792,category of associated people,Category:People from Kaliningrad Oblast,wikibase-item
Q1749,Kaliningrad Oblast,P395,licence plate code,39,string
Q1749,Kaliningrad Oblast,P935,Commons gallery,Калининградская область,string
Q1749,Kaliningrad Oblast,P206,located in or next to body of water,Baltic Sea,wikibase-item
Q1749,Kaliningrad Oblast,P1082,population,976569.0,quantity
Q1749,Kaliningrad Oblast,P138,named after,Mikhail Ivanovich Kalinin,wikibase-item
Q1749,Kaliningrad Oblast,P1343,described by source,Armenian Soviet Encyclopedia,wikibase-item
Q1749,Kaliningrad Oblast,P150,contains the administrative territorial entity,Bagrationovsky District,wikibase-item
Q1749,Kaliningrad Oblast,P47,shares border with,Klaipėda County,wikibase-item
Q1749,Kaliningrad Oblast,P706,located in/on physical feature,Baltic states,wikibase-item
Q1749,Kaliningrad Oblast,P6,head of government,Anton Alikhanov,wikibase-item
Q1749,Kaliningrad Oblast,P2046,area,15100.0,quantity
Q1749,Kaliningrad Oblast,P1313,office held by head of government,Governor of Kaliningrad Oblast,wikibase-item
Q1749,Kaliningrad Oblast,P361,part of,Northwestern Federal District,wikibase-item
Q1749,Kaliningrad Oblast,P1791,category of people buried here,Category:Burials in Kaliningrad Oblast,wikibase-item
Q1749,Kaliningrad Oblast,P7867,category for maps,Category:Maps of Kaliningrad Oblast,wikibase-item
Q1749,Kaliningrad Oblast,P1365,replaces,Q11795462,wikibase-item
Q1749,Kaliningrad Oblast,P8744,economy of topic,economy of Kaliningrad Oblast,wikibase-item
Q1749,Kaliningrad Oblast,P8989,category for the view of the item,Category:Views of Kaliningrad Oblast,wikibase-item
Q1749,Kaliningrad Oblast,P1889,different from,Kaliningrad,wikibase-item
Q1755,Tomasz Majewski,P21,sex or gender,male,wikibase-item
Q1755,Tomasz Majewski,P373,Commons category,Tomasz Majewski,string
Q1755,Tomasz Majewski,P106,occupation,shot putter,wikibase-item
Q1755,Tomasz Majewski,P31,instance of,human,wikibase-item
Q1755,Tomasz Majewski,P166,award received,Commander of the Order of Polonia Restituta,wikibase-item
Q1755,Tomasz Majewski,P735,given name,Tomasz,wikibase-item
Q1755,Tomasz Majewski,P641,sport,athletics,wikibase-item
Q1755,Tomasz Majewski,P1344,participant in,2012 Summer Olympics,wikibase-item
Q1755,Tomasz Majewski,P1532,country for sport,Poland,wikibase-item
Q1755,Tomasz Majewski,P2067,mass,135.0,quantity
Q1755,Tomasz Majewski,P2048,height,204.0,quantity
Q1755,Tomasz Majewski,P2416,sports discipline competed in,shot put,wikibase-item
Q1755,Tomasz Majewski,P734,family name,Majewski,wikibase-item
Q1755,Tomasz Majewski,P1412,"languages spoken, written or signed",Polish,wikibase-item
Q1757,Helsinki,P1376,capital of,Finland,wikibase-item
Q1757,Helsinki,P237,coat of arms,coat of arms of Helsinki,wikibase-item
Q1757,Helsinki,P17,country,Finland,wikibase-item
Q1757,Helsinki,P31,instance of,capital city,wikibase-item
Q1757,Helsinki,P30,continent,Europe,wikibase-item
Q1757,Helsinki,P131,located in the administrative territorial entity,Uusimaa,wikibase-item
Q1757,Helsinki,P373,Commons category,Helsinki,string
Q1757,Helsinki,P421,located in time zone,UTC+02:00,wikibase-item
Q1757,Helsinki,P6,head of government,Jussi Pajunen,wikibase-item
Q1757,Helsinki,P190,twinned administrative body,Prague,wikibase-item
Q1757,Helsinki,P910,topic's main category,Category:Helsinki,wikibase-item
Q1757,Helsinki,P1082,population,603968.0,quantity
Q1757,Helsinki,P1464,category for people born here,Category:Births in Helsinki,wikibase-item
Q1757,Helsinki,P1465,category for people who died here,Category:Deaths in Helsinki,wikibase-item
Q1757,Helsinki,P47,shares border with,Espoo,wikibase-item
Q1757,Helsinki,P37,official language,Finnish,wikibase-item
Q1757,Helsinki,P1792,category of associated people,Category:People from Helsinki,wikibase-item
Q1757,Helsinki,P935,Commons gallery,Helsinki / Helsingfors,string
Q1757,Helsinki,P206,located in or next to body of water,Gulf of Finland,wikibase-item
Q1757,Helsinki,P1740,category for films shot at this location,Category:Films shot in Helsinki,wikibase-item
Q1757,Helsinki,P2633,geography of topic,geography of Helsinki,wikibase-item
Q1757,Helsinki,P2046,area,213.75,quantity
Q1757,Helsinki,P473,local dialing code,9,string
Q1757,Helsinki,P2044,elevation above sea level,17.0,quantity
Q1757,Helsinki,P194,legislative body,Helsinki City Council,wikibase-item
Q1757,Helsinki,P1791,category of people buried here,Category:Burials in Helsinki,wikibase-item
Q1757,Helsinki,P2184,history of topic,History of Helsinki,wikibase-item
Q1757,Helsinki,P1343,described by source,Sytin Military Encyclopedia,wikibase-item
Q1757,Helsinki,P1151,topic's main Wikimedia portal,Q56686923,wikibase-item
Q1757,Helsinki,P1830,owner of,Yrjönkatu Swimming Hall,wikibase-item
Q1757,Helsinki,P7867,category for maps,Category:Maps of Helsinki,wikibase-item
Q1757,Helsinki,P963,streaming media URL,https://balticlivecam.com/cameras/finland/helsinki/helsinki-view-klaus-k-hotel/,url
Q1757,Helsinki,P8402,open data portal,Helsinki Region Infoshare,wikibase-item
Q1757,Helsinki,P7938,associated electoral district,Helsinki,wikibase-item
Q1757,Helsinki,P8989,category for the view of the item,Category:Views of Helsinki,wikibase-item
Q1757,Helsinki,P9241,demographics of topic,demographics of Helsinki,wikibase-item
Q1757,Helsinki,P8744,economy of topic,economy of Helsinki,wikibase-item
Q1757,Helsinki,P1889,different from,Helsinki,wikibase-item
Q1757,Helsinki,P7084,related category,Category:Helsinki-related lists,wikibase-item
Q1757,Helsinki,P208,executive body,Helsinki City Board,wikibase-item
Q1757,Helsinki,P1313,office held by head of government,Mayor of Helsinki,wikibase-item
Q1757,Helsinki,P5008,on focus list of Wikimedia project,Wikipedia:Vital articles/Level/4,wikibase-item
Q1757,Helsinki,P166,award received,City of Design,wikibase-item
Q1757,Helsinki,P973,described at URL,http://dbpedia.org/resource/Helsinki,url
Q1757,Helsinki,P1441,present in work,Civilization V,wikibase-item
Q1759,Murmansk Oblast,P373,Commons category,Murmansk Oblast,string
Q1759,Murmansk Oblast,P17,country,Russia,wikibase-item
Q1759,Murmansk Oblast,P163,flag,flag of Murmansk Oblast,wikibase-item
Q1759,Murmansk Oblast,P36,capital,Murmansk,wikibase-item
Q1759,Murmansk Oblast,P237,coat of arms,coat of arms of Murmansk Oblast,wikibase-item
Q1759,Murmansk Oblast,P85,anthem,Q4138471,wikibase-item
Q1759,Murmansk Oblast,P421,located in time zone,Moscow Time,wikibase-item
Q1759,Murmansk Oblast,P131,located in the administrative territorial entity,Russia,wikibase-item
Q1759,Murmansk Oblast,P47,shares border with,Arkhangelsk Oblast,wikibase-item
Q1759,Murmansk Oblast,P910,topic's main category,Category:Murmansk Oblast,wikibase-item
Q1759,Murmansk Oblast,P31,instance of,oblast of Russia,wikibase-item
Q1759,Murmansk Oblast,P1464,category for people born here,Category:Births in Murmansk Oblast,wikibase-item
Q1759,Murmansk Oblast,P1465,category for people who died here,Category:Deaths in Murmansk Oblast,wikibase-item
Q1759,Murmansk Oblast,P1792,category of associated people,Category:People from Murmansk Oblast,wikibase-item
Q1759,Murmansk Oblast,P395,licence plate code,51,string
Q1759,Murmansk Oblast,P1082,population,762371.0,quantity
Q1759,Murmansk Oblast,P2046,area,144902.0,quantity
Q1759,Murmansk Oblast,P6,head of government,Marina Kovtun,wikibase-item
Q1759,Murmansk Oblast,P361,part of,Northwestern Federal District,wikibase-item
Q1759,Murmansk Oblast,P1791,category of people buried here,Q7977075,wikibase-item
Q1759,Murmansk Oblast,P1313,office held by head of government,Governor of Murmansk Oblast,wikibase-item
Q1759,Murmansk Oblast,P2936,language used,Akkala Sami,wikibase-item
Q1759,Murmansk Oblast,P7867,category for maps,Category:Maps of Murmansk Oblast,wikibase-item
Q1759,Murmansk Oblast,P1343,described by source,Great Soviet Encyclopedia (1926–1947),wikibase-item
Q1759,Murmansk Oblast,P8744,economy of topic,economy of Murmansk Oblast,wikibase-item
Q1759,Murmansk Oblast,P194,legislative body,Murmansk Oblast Duma,wikibase-item
Q1789,Ashton Eaton,P21,sex or gender,male,wikibase-item
Q1789,Ashton Eaton,P106,occupation,combined track and field event athlete,wikibase-item
Q1789,Ashton Eaton,P373,Commons category,Ashton Eaton,string
Q1789,Ashton Eaton,P31,instance of,human,wikibase-item
Q1789,Ashton Eaton,P641,sport,athletics,wikibase-item
Q1789,Ashton Eaton,P1344,participant in,athletics at the 2012 Summer Olympics,wikibase-item
Q1789,Ashton Eaton,P735,given name,Ashton,wikibase-item
Q1789,Ashton Eaton,P2416,sports discipline competed in,decathlon,wikibase-item
Q1789,Ashton Eaton,P2048,height,185.0,quantity
Q1789,Ashton Eaton,P2067,mass,82.0,quantity
Q1789,Ashton Eaton,P734,family name,Eaton,wikibase-item
Q1789,Ashton Eaton,P1532,country for sport,United States of America,wikibase-item
Q1789,Ashton Eaton,P1412,"languages spoken, written or signed",English,wikibase-item
Q1789,Ashton Eaton,P166,award received,The Bowerman,wikibase-item
Q1789,Ashton Eaton,P8687,social media followers,83445.0,quantity
Q1789,Ashton Eaton,P1000,record held,decathlon world record progression,wikibase-item
Q1812,Gordian III,P21,sex or gender,male,wikibase-item
Q1812,Gordian III,P39,position held,Roman emperor,wikibase-item
Q1812,Gordian III,P373,Commons category,Gordianus III,string
Q1812,Gordian III,P31,instance of,human,wikibase-item
Q1812,Gordian III,P935,Commons gallery,Gordian III,string
Q1812,Gordian III,P106,occupation,politician,wikibase-item
Q1812,Gordian III,P2358,Roman praenomen,Marcus,wikibase-item
Q1812,Gordian III,P2348,time period,High Roman Empire,wikibase-item
Q1812,Gordian III,P910,topic's main category,Category:Gordian III,wikibase-item
Q1812,Gordian III,P1343,described by source,Paulys Realenzyklopädie der klassischen Altertumswissenschaft,wikibase-item
Q1812,Gordian III,P2359,Roman nomen gentilicium,Antonius,wikibase-item
Q1812,Gordian III,P5025,gens,Antonia gens,wikibase-item
Q1812,Gordian III,P2365,Roman cognomen,Gordianus,wikibase-item
Q1812,Gordian III,P6379,has works in the collection,Musée Saint-Raymond,wikibase-item
Q1812,Gordian III,P7763,copyright status as a creator,copyrights on works have expired,wikibase-item
Q1812,Gordian III,P937,work location,Ancient Rome,wikibase-item
Q1866,Bangka Belitung Islands,P17,country,Indonesia,wikibase-item
Q1866,Bangka Belitung Islands,P36,capital,Pangkal Pinang City,wikibase-item
Q1866,Bangka Belitung Islands,P47,shares border with,Riau Islands,wikibase-item
Q1866,Bangka Belitung Islands,P237,coat of arms,Q10858728,wikibase-item
Q1866,Bangka Belitung Islands,P6,head of government,Erzaldi Rosman Djohan,wikibase-item
Q1866,Bangka Belitung Islands,P373,Commons category,Bangka Belitung Islands,string
Q1866,Bangka Belitung Islands,P131,located in the administrative territorial entity,Indonesia,wikibase-item
Q1866,Bangka Belitung Islands,P910,topic's main category,Category:Bangka Belitung Islands,wikibase-item
Q1866,Bangka Belitung Islands,P31,instance of,province of Indonesia,wikibase-item
Q1866,Bangka Belitung Islands,P1464,category for people born here,Q18665778,wikibase-item
Q1866,Bangka Belitung Islands,P1792,category of associated people,Category:People from the Bangka Belitung Islands,wikibase-item
Q1866,Bangka Belitung Islands,P150,contains the administrative territorial entity,Bangka Regency,wikibase-item
Q1866,Bangka Belitung Islands,P206,located in or next to body of water,Karimata Strait,wikibase-item
Q1866,Bangka Belitung Islands,P2046,area,16424.14,quantity
Q1866,Bangka Belitung Islands,P421,located in time zone,Indonesia Western Standard Time,wikibase-item
Q1866,Bangka Belitung Islands,P37,official language,Indonesian,wikibase-item
Q1866,Bangka Belitung Islands,P1082,population,1372813.0,quantity
Q1866,Bangka Belitung Islands,P1313,office held by head of government,Governor of Bangka Belitung Islands,wikibase-item
Q1866,Bangka Belitung Islands,P2044,elevation above sea level,8.0,quantity
Q1866,Bangka Belitung Islands,P2936,language used,Bangka,wikibase-item
Q1866,Bangka Belitung Islands,P706,located in/on physical feature,Greater Sunda Islands,wikibase-item
Q1866,Bangka Belitung Islands,P281,postal code,"30xxx, 31xxx, 32xxx",string
Q1866,Bangka Belitung Islands,P7867,category for maps,Category:Maps of Bangka Belitung Islands,wikibase-item
Q1866,Bangka Belitung Islands,P395,licence plate code,BN,string
Q1866,Bangka Belitung Islands,P968,email address,mailto:info@babelprov.go.id,url
Q1866,Bangka Belitung Islands,P1588,Statistics Indonesia area code,19,string
Q1890,Bengkulu,P373,Commons category,Bengkulu,string
Q1890,Bengkulu,P17,country,Indonesia,wikibase-item
Q1890,Bengkulu,P36,capital,Bengkulu City,wikibase-item
Q1890,Bengkulu,P47,shares border with,West Sumatra,wikibase-item
Q1890,Bengkulu,P237,coat of arms,Q10858703,wikibase-item
Q1890,Bengkulu,P6,head of government,Rohidin Mersyah,wikibase-item
Q1890,Bengkulu,P131,located in the administrative territorial entity,Indonesia,wikibase-item
Q1890,Bengkulu,P910,topic's main category,Category:Bengkulu,wikibase-item
Q1890,Bengkulu,P31,instance of,province of Indonesia,wikibase-item
Q1890,Bengkulu,P2046,area,19788.7,quantity
Q1890,Bengkulu,P1082,population,1828291.0,quantity
Q1890,Bengkulu,P150,contains the administrative territorial entity,Bengkulu City,wikibase-item
Q1890,Bengkulu,P281,postal code,38113–39374,string
Q1890,Bengkulu,P37,official language,Indonesian,wikibase-item
Q1890,Bengkulu,P1313,office held by head of government,Governor of Bengkulu,wikibase-item
Q1890,Bengkulu,P2044,elevation above sea level,100.0,quantity
Q1890,Bengkulu,P1465,category for people who died here,Q32658084,wikibase-item
Q1890,Bengkulu,P1792,category of associated people,Category:People from Bengkulu,wikibase-item
Q1890,Bengkulu,P2936,language used,Nasal,wikibase-item
Q1890,Bengkulu,P706,located in/on physical feature,Sumatra,wikibase-item
Q1890,Bengkulu,P395,licence plate code,BD,string
Q1890,Bengkulu,P1588,Statistics Indonesia area code,17,string
Q1911,Olivier Giroud,P21,sex or gender,male,wikibase-item
Q1911,Olivier Giroud,P106,occupation,association football player,wikibase-item
Q1911,Olivier Giroud,P373,Commons category,Olivier Giroud,string
Q1911,Olivier Giroud,P31,instance of,human,wikibase-item
Q1911,Olivier Giroud,P54,member of sports team,FC Istres,wikibase-item
Q1911,Olivier Giroud,P735,given name,Olivier,wikibase-item
Q1911,Olivier Giroud,P641,sport,association football,wikibase-item
Q1911,Olivier Giroud,P1344,participant in,2014 FIFA World Cup,wikibase-item
Q1911,Olivier Giroud,P413,position played on team / speciality,forward,wikibase-item
Q1911,Olivier Giroud,P1618,sport number,9,string
Q1911,Olivier Giroud,P2067,mass,93.0,quantity
Q1911,Olivier Giroud,P2048,height,193.0,quantity
Q1911,Olivier Giroud,P118,league,Premier League,wikibase-item
Q1911,Olivier Giroud,P166,award received,Knight of the Legion of Honour,wikibase-item
Q1911,Olivier Giroud,P734,family name,Giroud,wikibase-item
Q1911,Olivier Giroud,P1350,number of matches played/races/starts,1.0,quantity
Q1911,Olivier Giroud,P6509,total goals in career,1.0,quantity
Q1911,Olivier Giroud,P8687,social media followers,2947007.0,quantity
Q1911,Olivier Giroud,P1412,"languages spoken, written or signed",French,wikibase-item
Q1911,Olivier Giroud,P103,native language,French,wikibase-item
Q1911,Olivier Giroud,P1532,country for sport,France,wikibase-item
Q1925,Yann M'Vila,P21,sex or gender,male,wikibase-item
Q1925,Yann M'Vila,P106,occupation,association football player,wikibase-item
Q1925,Yann M'Vila,P373,Commons category,Yann M'Vila,string
Q1925,Yann M'Vila,P31,instance of,human,wikibase-item
Q1925,Yann M'Vila,P735,given name,Yann,wikibase-item
Q1925,Yann M'Vila,P641,sport,association football,wikibase-item
Q1925,Yann M'Vila,P54,member of sports team,Inter Milan,wikibase-item
Q1925,Yann M'Vila,P413,position played on team / speciality,midfielder,wikibase-item
Q1925,Yann M'Vila,P1618,sport number,90,string
Q1925,Yann M'Vila,P1344,participant in,UEFA Euro 2012,wikibase-item
Q1925,Yann M'Vila,P2048,height,182.0,quantity
Q1925,Yann M'Vila,P2067,mass,86.0,quantity
Q1925,Yann M'Vila,P118,league,Premier League,wikibase-item
Q1925,Yann M'Vila,P734,family name,M'Vila,wikibase-item
Q1925,Yann M'Vila,P1412,"languages spoken, written or signed",French,wikibase-item
Q1925,Yann M'Vila,P1532,country for sport,France,wikibase-item
Q1934,Sidney Govou,P54,member of sports team,Evian Thonon Gaillard F.C.,wikibase-item
Q1934,Sidney Govou,P106,occupation,association football player,wikibase-item
Q1934,Sidney Govou,P373,Commons category,Sidney Govou,string
Q1934,Sidney Govou,P31,instance of,human,wikibase-item
Q1934,Sidney Govou,P641,sport,association football,wikibase-item
Q1934,Sidney Govou,P1344,participant in,2010 FIFA World Cup,wikibase-item
Q1934,Sidney Govou,P735,given name,Sidney,wikibase-item
Q1934,Sidney Govou,P413,position played on team / speciality,forward,wikibase-item
Q1934,Sidney Govou,P2048,height,175.0,quantity
Q1934,Sidney Govou,P2067,mass,75.0,quantity
Q1934,Sidney Govou,P1412,"languages spoken, written or signed",French,wikibase-item
Q1934,Sidney Govou,P21,sex or gender,male,wikibase-item
Q1934,Sidney Govou,P1532,country for sport,France,wikibase-item
Q1934,Sidney Govou,P734,family name,Govou,wikibase-item
Q1934,Sidney Govou,P8687,social media followers,98506.0,quantity
Q1934,Sidney Govou,P103,native language,French,wikibase-item
Q1936,Djibril Cissé,P54,member of sports team,AJ Auxerre,wikibase-item
Q1936,Djibril Cissé,P106,occupation,association football player,wikibase-item
Q1936,Djibril Cissé,P373,Commons category,Djibril Cissé,string
Q1936,Djibril Cissé,P31,instance of,human,wikibase-item
Q1936,Djibril Cissé,P641,sport,association football,wikibase-item
Q1936,Djibril Cissé,P1344,participant in,2010 FIFA World Cup,wikibase-item
Q1936,Djibril Cissé,P413,position played on team / speciality,forward,wikibase-item
Q1936,Djibril Cissé,P2067,mass,78.0,quantity
Q1936,Djibril Cissé,P2048,height,183.0,quantity
Q1936,Djibril Cissé,P735,given name,Djibril,wikibase-item
Q1936,Djibril Cissé,P1412,"languages spoken, written or signed",French,wikibase-item
Q1936,Djibril Cissé,P734,family name,Cissé,wikibase-item
Q1936,Djibril Cissé,P118,league,Premier League,wikibase-item
Q1936,Djibril Cissé,P21,sex or gender,male,wikibase-item
Q1936,Djibril Cissé,P1350,number of matches played/races/starts,1.0,quantity
Q1936,Djibril Cissé,P6509,total goals in career,2.0,quantity
Q1936,Djibril Cissé,P8687,social media followers,343525.0,quantity
Q1936,Djibril Cissé,P1532,country for sport,France,wikibase-item
Q1938,Bacary Sagna,P373,Commons category,Bacary Sagna,string
Q1938,Bacary Sagna,P54,member of sports team,AJ Auxerre,wikibase-item
Q1938,Bacary Sagna,P106,occupation,association football player,wikibase-item
Q1938,Bacary Sagna,P31,instance of,human,wikibase-item
Q1938,Bacary Sagna,P21,sex or gender,male,wikibase-item
Q1938,Bacary Sagna,P641,sport,association football,wikibase-item
Q1938,Bacary Sagna,P1344,participant in,2014 FIFA World Cup,wikibase-item
Q1938,Bacary Sagna,P413,position played on team / speciality,fullback,wikibase-item
Q1938,Bacary Sagna,P2067,mass,73.0,quantity
Q1938,Bacary Sagna,P2048,height,176.0,quantity
Q1938,Bacary Sagna,P734,family name,Sagna,wikibase-item
Q1938,Bacary Sagna,P1618,sport number,33,string
Q1938,Bacary Sagna,P118,league,Premier League,wikibase-item
Q1938,Bacary Sagna,P735,given name,Bacary,wikibase-item
Q1938,Bacary Sagna,P8687,social media followers,772843.0,quantity
Q1938,Bacary Sagna,P1412,"languages spoken, written or signed",French,wikibase-item
Q1938,Bacary Sagna,P1532,country for sport,France,wikibase-item
Q1956,Hermann Maier,P21,sex or gender,male,wikibase-item
Q1956,Hermann Maier,P106,occupation,alpine skier,wikibase-item
Q1956,Hermann Maier,P373,Commons category,Hermann Maier,string
Q1956,Hermann Maier,P31,instance of,human,wikibase-item
Q1956,Hermann Maier,P166,award received,Skieur d'or,wikibase-item
Q1956,Hermann Maier,P735,given name,Hermann,wikibase-item
Q1956,Hermann Maier,P641,sport,alpine skiing,wikibase-item
Q1956,Hermann Maier,P1344,participant in,alpine skiing at the 1998 Winter Olympics – men's Super-G,wikibase-item
Q1956,Hermann Maier,P2048,height,181.0,quantity
Q1956,Hermann Maier,P1412,"languages spoken, written or signed",German,wikibase-item
Q1956,Hermann Maier,P734,family name,Maier,wikibase-item
Q1956,Hermann Maier,P1532,country for sport,Austria,wikibase-item
Q1956,Hermann Maier,P1343,described by source,Obalky knih.cz,wikibase-item
Q1956,Hermann Maier,P2416,sports discipline competed in,super-G,wikibase-item
Q1956,Hermann Maier,P5008,on focus list of Wikimedia project,Wikipedia:Vital articles/Level/4,wikibase-item
Q1976,Givors,P190,twinned administrative body,Döbeln,wikibase-item
Q1976,Givors,P373,Commons category,Givors,string
Q1976,Givors,P17,country,France,wikibase-item
Q1976,Givors,P281,postal code,69700,string
Q1976,Givors,P421,located in time zone,UTC+01:00,wikibase-item
Q1976,Givors,P131,located in the administrative territorial entity,Rhône,wikibase-item
Q1976,Givors,P31,instance of,commune of France,wikibase-item
Q1976,Givors,P1464,category for people born here,Q17320529,wikibase-item
Q1976,Givors,P910,topic's main category,Category:Givors,wikibase-item
Q1976,Givors,P2046,area,17.34,quantity
Q1976,Givors,P47,shares border with,Montagny,wikibase-item
Q1976,Givors,P1082,population,19574.0,quantity
Q1976,Givors,P1365,replaces,Saint-Martin-de-Cornas,wikibase-item
Q1976,Givors,P1792,category of associated people,Category:People from Givors,wikibase-item
Q1976,Givors,P206,located in or next to body of water,Gier,wikibase-item
Q1976,Givors,P1376,capital of,canton of Givors,wikibase-item
Q1976,Givors,P485,archives at,Archives municipales de Givors,wikibase-item
Q1976,Givors,P1313,office held by head of government,Mayor of Givors,wikibase-item
Q1976,Givors,P7867,category for maps,Category:Maps of Givors,wikibase-item
Q1976,Givors,P1540,male population,9720.0,quantity
Q1976,Givors,P1539,female population,10255.0,quantity
Q1976,Givors,P1465,category for people who died here,Q43888467,wikibase-item
Q1976,Givors,P8138,located in statistical territorial entity,Q108921573,wikibase-item
Q1976,Givors,P1343,described by source,Encyclopædia Britannica 11th edition,wikibase-item
Q1976,Givors,P968,email address,mailto:accueil.unique@ville-givors.fr,url
Q1976,Givors,P1329,phone number,+33-4-72-49-18-18,string
Q1977,Rivolet,P373,Commons category,Rivolet,string
Q1977,Rivolet,P17,country,France,wikibase-item
Q1977,Rivolet,P281,postal code,69640,string
Q1977,Rivolet,P421,located in time zone,UTC+01:00,wikibase-item
Q1977,Rivolet,P131,located in the administrative territorial entity,Rhône,wikibase-item
Q1977,Rivolet,P31,instance of,commune of France,wikibase-item
Q1977,Rivolet,P2046,area,16.3,quantity
Q1977,Rivolet,P47,shares border with,Vaux-en-Beaujolais,wikibase-item
Q1977,Rivolet,P1082,population,577.0,quantity
Q1977,Rivolet,P1313,office held by head of government,Mayor of Rivolet,wikibase-item
Q1977,Rivolet,P7938,associated electoral district,canton of Gleizé,wikibase-item
Q1977,Rivolet,P1540,male population,271.0,quantity
